"statistikkvariabel"	"region"	"fagutdanning"	"sektor"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"
"Sysselsatte"	"K.3240 Eidsvoll"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3240 Eidsvoll"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3240 Eidsvoll"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3240 Eidsvoll"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3242 Hurdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	3	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3242 Hurdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3242 Hurdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3242 Hurdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3242 Hurdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.0301 Oslo"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	264	295	294	322	319	339	358	360	370	400	447	485	526	530	568	562	554
"Sysselsatte"	"K.0301 Oslo"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.0301 Oslo"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	381	402	408	403	414	425	427	429	427	416	412	401	388	369	355	349	342
"Sysselsatte"	"K.0301 Oslo"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	56	63	68	76	83	81	75	79	84	78	70	81	69	73	79	82	91
"Sysselsatte"	"K.0301 Oslo"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3301 Drammen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	53	58	57	62	62	63	64	66	66	75	76	81	56	54	66	82	87
"Sysselsatte"	"K.3301 Drammen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3301 Drammen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	73	76	75	80	80	82	85	84	84	82	76	72	80	82	82	86	89
"Sysselsatte"	"K.3301 Drammen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	5	..	4	5	3	3	3	4	5	3	3	3	4	4	4	3	3
"Sysselsatte"	"K.3301 Drammen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3303 Kongsberg"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	14	16	17	21	20	20	20	22	21	21	22	23	23	31	31	30	26
"Sysselsatte"	"K.3303 Kongsberg"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3303 Kongsberg"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	19	21	20	18	20	15	21	20	18	17	15	17	15	16	17	18	17
"Sysselsatte"	"K.3303 Kongsberg"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	3	3	..	..	..	..	0	0	0	0	0	3	0	0	3	3	3
"Sysselsatte"	"K.3303 Kongsberg"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3305 Ringerike"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	17	14	15	19	19	19	22	18	21	25	24	27	26	32	23	19	28
"Sysselsatte"	"K.3305 Ringerike"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3305 Ringerike"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	32	25	32	32	28	28	29	24	30	27	32	27	25	25	30	29	32
"Sysselsatte"	"K.3305 Ringerike"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	3	3	..	4	4	5	5	4	3	3	3	3	6	3	3	6	0
"Sysselsatte"	"K.3305 Ringerike"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3310 Hole"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	5	5	4	6	5	5	5	4	4	5	5	5	3	3	4	4
"Sysselsatte"	"K.3310 Hole"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3310 Hole"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3310 Hole"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	0	3	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3310 Hole"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3312 Lier"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	15	15	14	14	14	14	13	12	15	15	18	21	23	20	23	24	26
"Sysselsatte"	"K.3312 Lier"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3312 Lier"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3312 Lier"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
"Sysselsatte"	"K.3312 Lier"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3314 Øvre Eiker"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	9	9	9	9	10	11	12	14	13	15	11	14	16	18	17	18	21
"Sysselsatte"	"K.3314 Øvre Eiker"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3314 Øvre Eiker"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	..	0	..	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3314 Øvre Eiker"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"Sysselsatte"	"K.3314 Øvre Eiker"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3316 Modum"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	8	10	9	11	11	12	12	11	12	13	14	15	16	17	18	16	13
"Sysselsatte"	"K.3316 Modum"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3316 Modum"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3316 Modum"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	3	3	6	6	3	3	6	6	6	3
"Sysselsatte"	"K.3316 Modum"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3318 Krødsherad"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	3	3	6	0	3	3	3	0
"Sysselsatte"	"K.3318 Krødsherad"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3318 Krødsherad"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3318 Krødsherad"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3318 Krødsherad"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3320 Flå"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	3	0
"Sysselsatte"	"K.3320 Flå"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3320 Flå"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3320 Flå"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	..	0	0	0	0	0	0	3	0	3	3	3	0	3
"Sysselsatte"	"K.3320 Flå"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3322 Nesbyen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	4	5	6	4	5	5	6	5	6	5	6	6	6	6	6	5
"Sysselsatte"	"K.3322 Nesbyen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3322 Nesbyen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3322 Nesbyen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3322 Nesbyen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3324 Gol"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	4	4	4	6	5	5	5	5	5	6	8	6	5	3	3	4
"Sysselsatte"	"K.3324 Gol"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3324 Gol"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3324 Gol"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3324 Gol"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3326 Hemsedal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	3	3	4	5	5	4	3	3	3	3	4	4	6	5	4
"Sysselsatte"	"K.3326 Hemsedal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3326 Hemsedal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3326 Hemsedal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3326 Hemsedal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3328 Ål"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	5	5	6	7	7	6	6	7	6	6	9	8	10	7	6	6
"Sysselsatte"	"K.3328 Ål"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3328 Ål"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3328 Ål"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3328 Ål"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3330 Hol"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	4	3	..	..	3	..	0	3	3	3	3	3	6	6	4	7
"Sysselsatte"	"K.3330 Hol"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3330 Hol"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	3	0	0	0	3	3	0	0
"Sysselsatte"	"K.3330 Hol"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3330 Hol"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3332 Sigdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	3	..	3	3	4	3	3	4	4	3	4	3	3	3
"Sysselsatte"	"K.3332 Sigdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3332 Sigdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3332 Sigdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3332 Sigdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3334 Flesberg"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	3	3	4	3	3	3	3	4	3	3	0	0	0	0
"Sysselsatte"	"K.3334 Flesberg"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3334 Flesberg"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3334 Flesberg"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3334 Flesberg"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3336 Rollag"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	3	3	3	3	3	6	0	0
"Sysselsatte"	"K.3336 Rollag"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3336 Rollag"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3336 Rollag"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3336 Rollag"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3338 Nore og Uvdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	3	..	..	..	3	0	0	3	3	3	3	3	3	4
"Sysselsatte"	"K.3338 Nore og Uvdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3338 Nore og Uvdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3338 Nore og Uvdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	..	0	..	0	0	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3338 Nore og Uvdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3401 Kongsvinger"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	11	11	11	11	11	12	13	9	11	12	13	13	14	18	13	13	14
"Sysselsatte"	"K.3401 Kongsvinger"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3401 Kongsvinger"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	23	23	23	25	26	25	26	26	22	24	22	21	20	23	21	22	25
"Sysselsatte"	"K.3401 Kongsvinger"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	3	3	3	3	3	0	0	0	3	3
"Sysselsatte"	"K.3401 Kongsvinger"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3403 Hamar"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	15	17	16	19	22	22	24	25	30	28	32	31	28	38	43	41	43
"Sysselsatte"	"K.3403 Hamar"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3403 Hamar"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	6	7	8	8	8	7	7	4	7	3	3	0	3	3	4	4	3
"Sysselsatte"	"K.3403 Hamar"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	0	0	0	0	0	0	3	0	0	0
"Sysselsatte"	"K.3403 Hamar"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3405 Lillehammer"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	15	17	15	15	20	21	22	19	22	20	26	26	28	28	32	30	31
"Sysselsatte"	"K.3405 Lillehammer"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3405 Lillehammer"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	34	31	33	37	38	35	36	36	39	41	41	38	37	37	37	42	43
"Sysselsatte"	"K.3405 Lillehammer"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	3	..	..	..	..	0	0	0	3	4	0	0	0	0	3
"Sysselsatte"	"K.3405 Lillehammer"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3407 Gjøvik"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	16	16	16	16	16	16	20	21	22	21	23	23	25	25	31	30	29
"Sysselsatte"	"K.3407 Gjøvik"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3407 Gjøvik"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	29	27	31	26	29	27	30	27	23	30	30	28	28	23	21	24	26
"Sysselsatte"	"K.3407 Gjøvik"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	..	0	0	0	0	0	0	0	0	3	0
"Sysselsatte"	"K.3407 Gjøvik"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3411 Ringsaker"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	19	23	19	22	21	21	23	24	27	29	25	27	30	27	33	31	29
"Sysselsatte"	"K.3411 Ringsaker"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3411 Ringsaker"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	..	..	..	3	5	5	4	4	4	5	3	4	4	0
"Sysselsatte"	"K.3411 Ringsaker"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	0	0	..	0	3	0	3	0	0	0	3	3	0
"Sysselsatte"	"K.3411 Ringsaker"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3412 Løten"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	5	6	7	6	6	6	6	7	8	8	8	8	8	8	7	7
"Sysselsatte"	"K.3412 Løten"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3412 Løten"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3412 Løten"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3412 Løten"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3413 Stange"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	8	13	11	14	18	16	16	16	18	17	21	21	22	21	26	23	20
"Sysselsatte"	"K.3413 Stange"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3413 Stange"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	..	..	..	..	..	..	3	0	0	3	3	5	9	3	6	3
"Sysselsatte"	"K.3413 Stange"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3413 Stange"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3414 Nord-Odal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	4	5	5	5	4	5	5	5	4	4	4	4	6	4	4	3
"Sysselsatte"	"K.3414 Nord-Odal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3414 Nord-Odal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3414 Nord-Odal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3414 Nord-Odal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3415 Sør-Odal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	6	5	6	5	7	6	6	5	6	7	7	8	10	9	10	9
"Sysselsatte"	"K.3415 Sør-Odal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3415 Sør-Odal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3415 Sør-Odal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3415 Sør-Odal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3416 Eidskog"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	..	..	..	..	..	3	0	3	3	3	0	3	0	3	4
"Sysselsatte"	"K.3416 Eidskog"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3416 Eidskog"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3416 Eidskog"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3416 Eidskog"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3417 Grue"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	4	4	4	4	4	4	4	5	5	4	4	4	3	3	3	0
"Sysselsatte"	"K.3417 Grue"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3417 Grue"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.3417 Grue"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	..	..	..	..	0	0	3	3	0	0	0	0	0	0
"Sysselsatte"	"K.3417 Grue"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
