"statistikkvariabel"	"region"	"fagutdanning"	"sektor"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"
"Sysselsatte"	"K.1813 Brønnøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1813 Brønnøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	6	6	6	7	8	8	8	8	10	8	6	11	8	8	6	6
"Sysselsatte"	"K.1813 Brønnøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1813 Brønnøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1815 Vega"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	..	..	..	..	..	3	0	3	0	3	3	3	3	0	0
"Sysselsatte"	"K.1815 Vega"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1815 Vega"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1815 Vega"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1815 Vega"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1816 Vevelstad"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1816 Vevelstad"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1816 Vevelstad"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1816 Vevelstad"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1816 Vevelstad"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1818 Herøy (Nordland)"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	3	3	3	3	3	3	3	3	3
"Sysselsatte"	"K.1818 Herøy (Nordland)"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1818 Herøy (Nordland)"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1818 Herøy (Nordland)"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1818 Herøy (Nordland)"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1820 Alstahaug"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	5	6	5	6	7	6	7	8	8	6	6	6	6	5	4	5
"Sysselsatte"	"K.1820 Alstahaug"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1820 Alstahaug"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	16	17	17	18	20	17	15	14	17	17	22	23	23	26	27	24	25
"Sysselsatte"	"K.1820 Alstahaug"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	..	..	..	0	3	3	0	0	3	0	0	3	0
"Sysselsatte"	"K.1820 Alstahaug"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1822 Leirfjord"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	0	..	..	0	..	..	..	3	3	3	3	3	0	0	0	3	3
"Sysselsatte"	"K.1822 Leirfjord"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1822 Leirfjord"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1822 Leirfjord"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1822 Leirfjord"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1824 Vefsn"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	13	15	15	15	13	10	11	10	11	10	13	12	13	10	11	11	18
"Sysselsatte"	"K.1824 Vefsn"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1824 Vefsn"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	9	7	6	7	8	10	9	9	5	3	0	0	0	0	0	0	3
"Sysselsatte"	"K.1824 Vefsn"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1824 Vefsn"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1825 Grane"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	3	3	..	..	..	..	0	0	0	3	3	3	6	3	3	3
"Sysselsatte"	"K.1825 Grane"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1825 Grane"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1825 Grane"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1825 Grane"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1826 Aarborte - Hattfjelldal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	..	..	..	..	..	..	3	0	3	0	0	0	0	3	3	3
"Sysselsatte"	"K.1826 Aarborte - Hattfjelldal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1826 Aarborte - Hattfjelldal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1826 Aarborte - Hattfjelldal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1826 Aarborte - Hattfjelldal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1827 Dønna"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1827 Dønna"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1827 Dønna"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1827 Dønna"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1827 Dønna"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1828 Nesna"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	0	..	..	..	..	..	0	3	0	0	0	0	0	0	3	0
"Sysselsatte"	"K.1828 Nesna"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1828 Nesna"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1828 Nesna"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1828 Nesna"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1832 Hemnes"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	4	4	3	4	4	3	3	0	3	5	5	6	4	5	5
"Sysselsatte"	"K.1832 Hemnes"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1832 Hemnes"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1832 Hemnes"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1832 Hemnes"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1833 Rana - Raane"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	13	16	20	19	20	19	20	18	16	18	17	16	15	18	18	13	14
"Sysselsatte"	"K.1833 Rana - Raane"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1833 Rana - Raane"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	12	15	15	15	15	18	19	19	19	23	20	20	22	20	19	17	19
"Sysselsatte"	"K.1833 Rana - Raane"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
"Sysselsatte"	"K.1833 Rana - Raane"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1834 Lurøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	4	3	..	3	3	3	3	0	3	0	3	0	0
"Sysselsatte"	"K.1834 Lurøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1834 Lurøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1834 Lurøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1834 Lurøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1835 Træna"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1835 Træna"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1835 Træna"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1835 Træna"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1835 Træna"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1836 Rødøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	0	..	..	..	..	..	0	0	0	3	0	0	3	3	0	3
"Sysselsatte"	"K.1836 Rødøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1836 Rødøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1836 Rødøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1836 Rødøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1837 Meløy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	8	8	7	7	8	10	10	7	10	9	8	8	11	11	7	7	4
"Sysselsatte"	"K.1837 Meløy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1837 Meløy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1837 Meløy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	3	0	0	3	3	0	0	0	0	0
"Sysselsatte"	"K.1837 Meløy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1838 Gildeskål"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
"Sysselsatte"	"K.1838 Gildeskål"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1838 Gildeskål"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1838 Gildeskål"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1838 Gildeskål"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1839 Beiarn"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	0	0	0	3	0	0	0	0	0
"Sysselsatte"	"K.1839 Beiarn"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1839 Beiarn"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1839 Beiarn"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1839 Beiarn"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1840 Saltdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	6	6	6	9	9	8	8	6	7	7	7	7	5	8	6	6
"Sysselsatte"	"K.1840 Saltdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1840 Saltdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1840 Saltdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1840 Saltdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1841 Fauske - Fuossko"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	8	7	9	9	9	8	11	10	10	8	7	7	8	11	6	8	5
"Sysselsatte"	"K.1841 Fauske - Fuossko"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1841 Fauske - Fuossko"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1841 Fauske - Fuossko"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	3	3	0	0	0	0	0	0	3	3
"Sysselsatte"	"K.1841 Fauske - Fuossko"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1845 Sørfold - Fuolldá"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	0	..	..	0	0	..	0	3	0	3	3	3	3	0	0	0	0
"Sysselsatte"	"K.1845 Sørfold - Fuolldá"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1845 Sørfold - Fuolldá"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1845 Sørfold - Fuolldá"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1845 Sørfold - Fuolldá"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1848 Steigen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	6	5	6	6	5	4	4	7	6	6	4	7	7	6	6	6
"Sysselsatte"	"K.1848 Steigen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1848 Steigen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1848 Steigen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"Sysselsatte"	"K.1848 Steigen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1851 Lødingen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	..	..	..	0	0	0	0	0	3	0	0	0	0	0	0
"Sysselsatte"	"K.1851 Lødingen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1851 Lødingen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1851 Lødingen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1851 Lødingen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1853 Evenes - Evenássi"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	3	3	0	0	3	0	3	0
"Sysselsatte"	"K.1853 Evenes - Evenássi"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1853 Evenes - Evenássi"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1853 Evenes - Evenássi"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1853 Evenes - Evenássi"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1856 Røst"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	0	0	0	0	0	0	0	0	0	3	0	0	0
"Sysselsatte"	"K.1856 Røst"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1856 Røst"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1856 Røst"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1856 Røst"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1857 Værøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	0	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1857 Værøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1857 Værøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1857 Værøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1857 Værøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1859 Flakstad"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	0	0	3	0	0	0	0	3	3
"Sysselsatte"	"K.1859 Flakstad"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1859 Flakstad"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1859 Flakstad"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1859 Flakstad"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1860 Vestvågøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	12	13	13	12	15	15	15	18	16	12	13	13	13	14	13	10	8
"Sysselsatte"	"K.1860 Vestvågøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1860 Vestvågøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	11	11	12	12	12	11	12	10	10	8	10	10	13	15	11	15	21
"Sysselsatte"	"K.1860 Vestvågøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"Sysselsatte"	"K.1860 Vestvågøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1865 Vågan"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	5	6	7	9	8	8	9	9	8	7	6	4	5	6	5	9
"Sysselsatte"	"K.1865 Vågan"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1865 Vågan"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1865 Vågan"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	0	0	0	0	0	0	0	3	0	0	0	0	0
"Sysselsatte"	"K.1865 Vågan"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1866 Hadsel"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	5	5	5	5	5	5	5	6	6	7	7	7	7	7	6	6
"Sysselsatte"	"K.1866 Hadsel"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1866 Hadsel"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	13	12	11	13	12	15	17	17	17	18	20	18	21	19	17	23	20
"Sysselsatte"	"K.1866 Hadsel"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1866 Hadsel"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1867 Bø"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	..	..	..	..	..	3	0	0	0	0	3	0	0	3	3
"Sysselsatte"	"K.1867 Bø"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1867 Bø"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1867 Bø"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
