spilleliste,spilleliste_id,artist,artist_id,album,album_id,sang,sang_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Fæst!,7fuJxH3DgewPvZItCTubGG,John Mayer,0hEurMDQu99nJRq8pTxO14,Battle Studies,1V5vQRMWTNGmqwxY8jMVou,Heartbreak Warfare,4gs07VlJST4bdxGbBsXVue,0.191,0.624,0.554,0.00131,2.0,0.299,-8.113,1.0,0.0225,97.031,0.311
Fæst!,7fuJxH3DgewPvZItCTubGG,John Mayer,0hEurMDQu99nJRq8pTxO14,Battle Studies,1V5vQRMWTNGmqwxY8jMVou,Who Says,0HLWvLKQWpFdPhgk6ym58n,0.267,0.584,0.509,0.00252,2.0,0.36,-13.109,1.0,0.0287,90.457,0.367
Fæst!,7fuJxH3DgewPvZItCTubGG,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame,1qwlxZTNLe1jq3b0iidlue,Paparazzi,02XnQdf7sipaKBBHixz3Zp,0.112,0.762,0.692,0.0,5.0,0.094,-3.973,0.0,0.0437,114.903,0.397
Fæst!,7fuJxH3DgewPvZItCTubGG,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,Junior,6vQMbwthchxuSioACn2hcE,The Girl and the Robot,6VCqx14OVaX9uwSvC0PvAG,0.115,0.511,0.899,0.000105,9.0,0.107,-5.323,0.0,0.0601,121.0,0.0773
Fæst!,7fuJxH3DgewPvZItCTubGG,Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs,Och vinnaren är...,7K3z58HrZ2RJR2j82xWbsc,Måndagsbarn,4MXHBiKcdqHBJ4PeHQJBHO,0.0868,0.71,0.646,1.14e-06,9.0,0.197,-5.674,0.0,0.056,124.43,0.735
Fæst!,7fuJxH3DgewPvZItCTubGG,Muse,12Chz98pHFMPJEknJQMWvI,The Resistance,0eFHYz8NmK75zSplL5qlfM,Uprising,4VqPOruhp5EdPBeR92t6lQ,0.000202,0.602,0.905,0.064,2.0,0.117,-4.046,1.0,0.0775,128.019,0.411
Fæst!,7fuJxH3DgewPvZItCTubGG,Muse,12Chz98pHFMPJEknJQMWvI,Supermassive Black Hole,445uybhAr9ey555kQ6gahx,Supermassive Black Hole,2zrIyIdqafYozfsgiMY0Ae,0.0435,0.671,0.865,0.00559,7.0,0.237,-5.735,1.0,0.0472,120.011,0.865
Fæst!,7fuJxH3DgewPvZItCTubGG,Muse,12Chz98pHFMPJEknJQMWvI,Black Holes and Revelations,0lw68yx3MhKflWFqCsGkIs,Knights of Cydonia,7ouMYWpwJ422jRcDASZB7P,0.000273,0.366,0.963,0.0122,11.0,0.115,-5.301,0.0,0.142,137.114,0.211
Fæst!,7fuJxH3DgewPvZItCTubGG,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,The Understanding,1HkKeOklBwC1auQJ5Huwcm,What Else Is There?,2cTOee6bTauDFK1QuDS1BD,0.185,0.704,0.927,0.108,9.0,0.325,-7.157,1.0,0.0437,114.995,0.342
Fæst!,7fuJxH3DgewPvZItCTubGG,Kate Ryan,47BNWfpngeFHYvBlPPyraM,Essential,6itpfGpKsuAVBgtr5JUuS3,Désenchantée - Radio Edit,0eAvGqc9t4Wuc6gDcSi5Aa,0.17,0.515,0.939,0.000533,1.0,0.227,-4.872,1.0,0.0696,139.951,0.292
Fæst!,7fuJxH3DgewPvZItCTubGG,The Pink Robots,7a5J7RBt8gyV8nomcwqBRp,Pink Robots,4R8Pj8gIFerOPrmRLWgNNp,Curly,10MEHMm2xiOtdpjsWizSmZ,0.000932,0.576,0.672,0.0457,5.0,0.0801,-5.196,1.0,0.0363,123.894,0.555
Fæst!,7fuJxH3DgewPvZItCTubGG,Katy Perry,6jJ0s89eD6GaHleKKya26X,Hot N Cold,1yKCNIVac6PKISJ5u6IO1T,Hot N Cold,0IZM2onaTBMRTEIcc5oIi9,7.98e-05,0.702,0.838,0.0,7.0,0.072,-3.992,1.0,0.0439,132.007,0.855
Fæst!,7fuJxH3DgewPvZItCTubGG,Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,We Made It (feat. Linkin Park),4H2FFuSJNC40iSzffWzM1u,We Made It (feat. Linkin Park),3AZ0PJa2Ixf8J8LIxoYeUe,0.424,0.62,0.746,0.0,11.0,0.0684,-6.006,1.0,0.0552,138.454,0.191
Fæst!,7fuJxH3DgewPvZItCTubGG,Billy Idol,7lzordPuZEXxwt9aoVZYmG,Greatest Hits,1gTvJG5YnrTiwr0uDuzaoA,Rebel Yell - Remastered 1999,2ZTIw0fZhFp3nnvF41nvVc,0.000464,0.535,0.695,0.0467,9.0,0.155,-9.296,0.0,0.0475,166.797,0.433
Fæst!,7fuJxH3DgewPvZItCTubGG,The Baseballs,3Ek1EdkcbRFvSDJj9j5JXQ,Umbrella,76vIao1c6ZFx8zT8wFyfWt,Umbrella - Single Edit,2abPsmQSqQFqllRAx8OkBv,0.258,0.666,0.85,0.0,10.0,0.0454,-6.566,1.0,0.0435,106.065,0.903
Fæst!,7fuJxH3DgewPvZItCTubGG,The Dresden Dolls,5JqX1glXPg6428ubI1w72i,The Dresden Dolls,3BMhZk7YVMQBh0Y4DuyNSt,Coin-Operated Boy,2OcJNw7K8cYs4FKoh8aEow,0.653,0.631,0.455,6.48e-05,7.0,0.048,-8.541,1.0,0.151,134.772,0.543
Fæst!,7fuJxH3DgewPvZItCTubGG,Edguy,3AGFqPP3gt5rMSvhR87Xxu,King Of Fools E.P.,5XB2FHOHyv12cjU5IvEIEx,King Of Fools (Edit),3g7ELVxKlyTz6IrSNh0MI7,6.75e-05,0.514,0.817,4.47e-06,4.0,0.133,-5.691,1.0,0.0418,122.001,0.209
Top 10 album,55iabFP4yPg8KkjNHU5m6o,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple in Rock (Anniversary Edition),2bjTVISSsvwia7uxrrEsuQ,Black Night - 1995 Remaster,2c1ccPqUnFYD8W7LY65bKG,0.0546,0.507,0.886,0.363,9.0,0.0919,-8.889,1.0,0.0873,134.719,0.826
Fæst!,7fuJxH3DgewPvZItCTubGG,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,Moulin Rouge,5cbAqQZSEgRiiNjuEHWTXc,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",7GbqE3MlkKosIaCvf50JRK,0.0144,0.76,0.801,1.49e-05,5.0,0.665,-3.769,1.0,0.0534,109.919,0.653
Top 10 album,55iabFP4yPg8KkjNHU5m6o,Yes,7AC976RDJzL2asmZuz7qil,Close to the Edge (Deluxe Edition),6344rkGqCBDenGoS7eJlBN,America - 2003 Remaster,6xNHgBM5BEEG4vk9I6wV2v,0.0126,0.39,0.671,0.0523,9.0,0.0723,-8.427,1.0,0.0493,128.025,0.54
Top 10 album,55iabFP4yPg8KkjNHU5m6o,Yes,7AC976RDJzL2asmZuz7qil,Close to the Edge (Deluxe Edition),6344rkGqCBDenGoS7eJlBN,"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",47dPsSo7cEDNkvIOSB4O2k,0.264,0.222,0.597,0.156,5.0,0.411,-10.924,1.0,0.0559,80.652,0.252
Fæst!,7fuJxH3DgewPvZItCTubGG,Kato,1udruffum7CorOphFUMB9A,Turn The Lights Off,4Xo7jcwuvnxDQoYq9N1yA6,Turn The Lights Off - Radio Edit,7apywiCuMzvSZIa0SKeH99,0.00263,0.61,0.976,0.00135,1.0,0.333,-3.551,0.0,0.0348,132.003,0.31
Top 10 album,55iabFP4yPg8KkjNHU5m6o,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple in Rock (Anniversary Edition),2bjTVISSsvwia7uxrrEsuQ,Child in Time - 1995 Remaster,573Z2Dty5epeNgKsgoDOlr,0.0167,0.344,0.497,0.453,9.0,0.108,-9.295,0.0,0.0366,127.707,0.356
Top 10 album,55iabFP4yPg8KkjNHU5m6o,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple in Rock (Anniversary Edition),2bjTVISSsvwia7uxrrEsuQ,Flight of the Rat - 1995 Remaster,3zhuhqAO2QHQKBK1zWYGrY,0.000149,0.342,0.831,0.656,9.0,0.371,-10.222,1.0,0.0694,115.729,0.769
Top 10 album,55iabFP4yPg8KkjNHU5m6o,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple in Rock (Anniversary Edition),2bjTVISSsvwia7uxrrEsuQ,Into the Fire - 1995 Remaster,2nCRjFVNNfpedJevLrMBLI,0.000561,0.501,0.436,0.00591,11.0,0.147,-10.638,1.0,0.0291,86.113,0.515
Top 10 album,55iabFP4yPg8KkjNHU5m6o,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple in Rock (Anniversary Edition),2bjTVISSsvwia7uxrrEsuQ,Living Wreck - 1995 Remaster,7Fa6vbvh7ZqE5n162GZpDR,0.00137,0.489,0.679,0.378,6.0,0.12,-10.658,0.0,0.0358,106.779,0.747
Top 10 album,55iabFP4yPg8KkjNHU5m6o,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple in Rock (Anniversary Edition),2bjTVISSsvwia7uxrrEsuQ,Hard Lovin' Man - 1995 Remaster,7vre86aecrNXYdqCaLCiCb,4.39e-05,0.185,0.817,0.777,4.0,0.429,-10.894,0.0,0.0629,141.03,0.442
Top 10 album,55iabFP4yPg8KkjNHU5m6o,"Emerson, Lake & Palmer",0nCiidE5GgDrc5kWN3NZgZ,Brain Salad Surgery (Reissue),6am6Vs8O8QEVvYVFpwW40b,Karn Evil 9,3A421Ol9bwKAfmYhVR9NPl,0.269,0.428,0.574,0.257,1.0,0.465,-12.193,1.0,0.0469,127.888,0.472
Top 10 album,55iabFP4yPg8KkjNHU5m6o,"Emerson, Lake & Palmer",0nCiidE5GgDrc5kWN3NZgZ,Brain Salad Surgery (Reissue),6am6Vs8O8QEVvYVFpwW40b,Excerpts From Brain Salad Surgery Flexi Disc,0H1XLErqM08UJc3yn91KOw,0.274,0.419,0.56,0.0731,8.0,0.373,-15.966,1.0,0.18,167.724,0.452
Top 10 album,55iabFP4yPg8KkjNHU5m6o,The Band,4vpDg7Y7fU982Ds30zawDA,The Band (Expanded Edition),0nPrnmv6maJLLaPpy1cWGB,Jawbone - Remastered 2000,1DkdhByOBFzrK6kIsfmATd,0.549,0.6,0.591,7.15e-06,9.0,0.369,-6.873,1.0,0.0312,85.206,0.716
Top 10 album,55iabFP4yPg8KkjNHU5m6o,John McLaughlin,4v0R1feRiuCDch7aAheVhY,The Inner Mounting Flame,0chWLemqlI6G1GOEr1q1bz,Meeting of the Spirits,5qhmNMNfFKuRM2JxnHNTp3,0.0305,0.123,0.78,0.445,4.0,0.151,-9.359,0.0,0.0758,194.097,0.401
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Big Big Train,68VJJPVAVNAmwsDDf1i70g,The Underfall Yard,0Oc9PWfIxXsmPVPQ6aet3c,The Underfall Yard,3JwfCvZ2dn85tmLe8leBW4,0.296,0.254,0.79,0.019,4.0,0.112,-5.921,0.0,0.0436,140.002,0.261
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Big Big Train,68VJJPVAVNAmwsDDf1i70g,The Underfall Yard,0Oc9PWfIxXsmPVPQ6aet3c,Evening Star,0ydi8yOvyJnY7kGwSJe4hE,0.678,0.247,0.4,0.841,11.0,0.196,-7.954,0.0,0.0314,144.965,0.108
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Big Big Train,68VJJPVAVNAmwsDDf1i70g,The Underfall Yard,0Oc9PWfIxXsmPVPQ6aet3c,Victorian Brickwork,1Cv4X3fgEHiKhm9sPAgY7A,0.352,0.256,0.548,0.00397,7.0,0.0927,-6.442,1.0,0.0356,144.94,0.116
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Big Big Train,68VJJPVAVNAmwsDDf1i70g,The Underfall Yard,0Oc9PWfIxXsmPVPQ6aet3c,Last Train,0T6h8n6If6c2wzEnIG5RII,0.196,0.485,0.718,0.0351,8.0,0.169,-6.583,0.0,0.027,134.939,0.43
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Big Big Train,68VJJPVAVNAmwsDDf1i70g,The Underfall Yard,0Oc9PWfIxXsmPVPQ6aet3c,Winchester Diver,2wL6gDwFW8Y9pb90HoxgUu,0.441,0.265,0.478,0.00327,2.0,0.134,-7.497,1.0,0.0307,134.253,0.104
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Ëmëhntëhtt-Ré,3Kr3lwll0Hvcx0rAhEZK5s,Ëmëhntëhtt-Ré I,3m4uGcxAxoxLFcyOut2kk7,0.804,0.261,0.291,0.846,11.0,0.249,-13.326,1.0,0.0356,103.169,0.132
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Ëmëhntëhtt-Ré,3Kr3lwll0Hvcx0rAhEZK5s,Ëmëhntëhtt-Ré II,65VAGAGz8TTQyG6NJUKkqJ,0.721,0.371,0.804,0.129,10.0,0.177,-7.077,1.0,0.0437,137.557,0.36
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Ëmëhntëhtt-Ré,3Kr3lwll0Hvcx0rAhEZK5s,Emëhntëhtt-Ré III,1HO0v0G0RmUCDLaX2mFl82,0.52,0.434,0.793,0.793,4.0,0.171,-6.37,1.0,0.0388,138.106,0.222
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Ëmëhntëhtt-Ré,3Kr3lwll0Hvcx0rAhEZK5s,Emëhntëhtt-Ré IV,43o0jTOpESpZgI3Rq5cNh4,0.78,0.198,0.272,0.664,10.0,0.0865,-12.185,1.0,0.0312,98.049,0.036
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Ëmëhntëhtt-Ré,3Kr3lwll0Hvcx0rAhEZK5s,Funëhrarïum Kanht,2Ixfrv9wLGtexJAyw2Q7Dq,0.82,0.198,0.185,0.977,6.0,0.101,-10.448,1.0,0.04,84.317,0.0308
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Ëmëhntëhtt-Ré,3Kr3lwll0Hvcx0rAhEZK5s,Sêhë,3qyaVVoN7X60iDNU7Yz046,0.7,0.258,0.494,0.794,10.0,0.127,-14.612,0.0,0.0583,64.219,0.0387
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Big Big Train,68VJJPVAVNAmwsDDf1i70g,The Underfall Yard,0Oc9PWfIxXsmPVPQ6aet3c,Master James of St George,3NwBLoN6U7FRAZC69QkyMm,0.147,0.571,0.682,0.000857,2.0,0.22,-7.73,0.0,0.0387,150.025,0.384
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,Crack the Skye,2W2nqEKXWBorbq5yvm3jZg,Crack the Skye,4nwwFLQqopxAL0g2L0Fg0B,9.59e-06,0.312,0.976,0.861,0.0,0.0945,-5.324,1.0,0.093,122.755,0.0692
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,Crack the Skye,2W2nqEKXWBorbq5yvm3jZg,Oblivion,4Ynr1SPCeUI0W0YPeSFSIK,9.92e-05,0.261,0.938,0.0106,5.0,0.301,-5.125,0.0,0.086,132.47,0.256
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,Crack the Skye,2W2nqEKXWBorbq5yvm3jZg,Quintessence,7n2K9HW8OhwFpWEdzeYu79,6.41e-06,0.162,0.962,0.131,7.0,0.349,-5.073,0.0,0.0709,101.505,0.343
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,Crack the Skye,2W2nqEKXWBorbq5yvm3jZg,The Czar: Usurper / Escape / Martyr / Spiral,2LMjQnKH7sQzOD0l8q6eWz,0.00018,0.267,0.919,0.578,7.0,0.111,-5.332,0.0,0.062,118.826,0.232
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,Crack the Skye,2W2nqEKXWBorbq5yvm3jZg,Ghost of Karelia,2VzyWKHUmuxUq7J7I8wbng,2.64e-05,0.337,0.916,0.0703,0.0,0.0866,-5.467,1.0,0.0576,148.946,0.229
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,Crack the Skye,2W2nqEKXWBorbq5yvm3jZg,The Last Baron,6MUc3qu8WOqO7hAY6gdhJY,3.1e-05,0.226,0.954,0.478,0.0,0.0955,-4.423,0.0,0.127,118.861,0.235
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,L'aurora Boreale - Bonus Track,3Wb3xAkCANfJnifHZj3MCj,0.734,0.453,0.00106,0.865,0.0,0.247,-12.013,1.0,0.0361,144.966,0.909
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,L'acquario Delle Stelle,6qxnaRaXT7gIianmfggxdG,0.923,0.289,0.273,0.341,8.0,0.533,-9.73,1.0,0.0389,129.89,0.0367
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Note Di Tempesta,08s9yeMgnLPMuwRwcZ93eC,0.188,0.707,0.585,0.699,0.0,0.0977,-10.274,1.0,0.0392,109.992,0.595
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Dopo Il Vento,6UIfOhScqj3C600hNu2CGy,0.574,0.285,0.401,0.301,10.0,0.729,-10.531,1.0,0.0362,89.638,0.113
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Cuore Sacro,5HHMl0YRgBojMKzEk43M44,0.151,0.423,0.426,0.486,2.0,0.0995,-11.659,0.0,0.0445,119.985,0.207
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Dio Del Silenzio Reprise - Intro,2FyGAPmJCjIwBKDbK8WPJp,0.76,0.256,0.266,0.179,0.0,0.106,-19.82,1.0,0.0439,72.12,0.446
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Il Nome Del Vento,0IhfgZL2sM9sPGwHd2cFZI,0.499,0.502,0.523,0.422,0.0,0.236,-8.861,0.0,0.0258,99.911,0.218
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Verso Il Naufragio - Incl. Theme One,4INnYFHiSKRsgz3wmCsfAF,0.0827,0.392,0.466,0.797,2.0,0.108,-8.516,0.0,0.0298,110.831,0.117
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Luci Lontane,3W6FKkNUGAjrZlk5LKr9ng,0.77,0.276,0.305,0.00751,2.0,0.292,-10.766,0.0,0.0362,58.486,0.15
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Profeta Senza Profezie,5YxWsuhpah1ZRsuJG2Eklv,0.294,0.408,0.652,2.56e-05,7.0,0.301,-8.719,0.0,0.0393,128.644,0.374
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Delirium,70CgtFRYY0VmzL1lvGVtCI,Il Nome Del Vento,1c3bBmMQLK1f7WYvvQfEHx,Ogni Storia,3kfIurdoJHeVRVDEnEtOn7,0.0915,0.575,0.434,0.038,2.0,0.0837,-11.039,1.0,0.0349,136.011,0.247
PA-top 09,2HWWfK6Fz2SoZGny38GNpM,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,Crack the Skye,2W2nqEKXWBorbq5yvm3jZg,Divinations,6HZ8zBamcVKjO46vsLj9vh,2.09e-05,0.252,0.977,0.00166,10.0,0.0977,-4.945,1.0,0.0919,139.052,0.163
Withnail & I,6AuhDqUbR8hD8hwDSTlsBR,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,Electric Ladyland,5z090LQztiqh13wYspQvKQ,Voodoo Chile,0auKlivXpm76wR63mMJ3pR,0.248,0.298,0.753,0.148,0.0,0.112,-7.417,0.0,0.0894,164.991,0.32
Withnail & I,6AuhDqUbR8hD8hwDSTlsBR,Franz Schubert,2p0UyoPfYfI76PCStuXfOP,"Schubert: Late Piano Sonatas, D. 958 - 960 & D. 850 ""Gasteiner""",3spm80NZ34XhAYBC59M7ML,"Schubert: Piano Sonata No. 21 in B-Flat Major, D. 960: II. Andante sostenuto",0UtTCjUo3CVEeOELmtxVz6,0.994,0.311,0.00314,0.912,1.0,0.0894,-33.628,0.0,0.0451,71.567,0.0399
Withnail & I,6AuhDqUbR8hD8hwDSTlsBR,Franz Schubert,2p0UyoPfYfI76PCStuXfOP,"Schubert: Late Piano Sonatas, D. 958 - 960 & D. 850 ""Gasteiner""",3spm80NZ34XhAYBC59M7ML,"Schubert: Piano Sonata No. 21 in B-Flat Major, D. 960: I. Molto moderato",2OjtknUK5NpkadgE3echxm,0.993,0.244,0.0308,0.87,10.0,0.0741,-28.872,1.0,0.0494,71.104,0.0387
Withnail & I,6AuhDqUbR8hD8hwDSTlsBR,Franz Schubert,2p0UyoPfYfI76PCStuXfOP,"Schubert: Late Piano Sonatas, D. 958 - 960 & D. 850 ""Gasteiner""",3spm80NZ34XhAYBC59M7ML,"Schubert: Piano Sonata No. 21 in B-Flat Major, D. 960: IV. Allegro ma non troppo - Presto",6uEuNJBvMBieHq94Icok5m,0.992,0.327,0.107,0.898,10.0,0.122,-23.854,1.0,0.0398,144.535,0.214
Withnail & I,6AuhDqUbR8hD8hwDSTlsBR,Franz Schubert,2p0UyoPfYfI76PCStuXfOP,"Schubert: Late Piano Sonatas, D. 958 - 960 & D. 850 ""Gasteiner""",3spm80NZ34XhAYBC59M7ML,"Schubert: Piano Sonata No. 21 in B-Flat Major, D. 960: III. Scherzo. Allegro vivace con delicatezza - Trio",1NYotQDrTJuaD0RAGGaTHr,0.991,0.356,0.0879,0.936,5.0,0.124,-27.571,0.0,0.0382,128.144,0.488
