"03024: Eksport av oppalen laks, etter varegruppe, uke og statistikkvariabel"

"varegruppe";"uke";"Vekt (tonn)";"Kilopris (kr)"
"Frosen oppalen laks";"2007U08";747;29.24
"Frosen oppalen laks";"2007U09";933;28.09
"Frosen oppalen laks";"2007U10";863;28.77
"Frosen oppalen laks";"2007U11";1014;29.02
"Frosen oppalen laks";"2007U12";724;27.20
"Frosen oppalen laks";"2007U13";1061;29.22
"Frosen oppalen laks";"2007U14";775;28.53
"Frosen oppalen laks";"2007U15";472;28.24
"Frosen oppalen laks";"2007U16";760;27.47
"Frosen oppalen laks";"2007U17";526;28.97
"Frosen oppalen laks";"2007U18";1043;27.79
"Frosen oppalen laks";"2007U19";687;30.14
"Frosen oppalen laks";"2007U20";623;28.95
"Frosen oppalen laks";"2007U21";877;29.01
"Frosen oppalen laks";"2007U22";731;28.21
"Frosen oppalen laks";"2007U23";592;29.01
"Frosen oppalen laks";"2007U24";706;28.21
"Frosen oppalen laks";"2007U25";826;27.48
"Frosen oppalen laks";"2007U26";939;26.28
"Frosen oppalen laks";"2007U27";845;25.57
"Frosen oppalen laks";"2007U28";669;25.67
"Frosen oppalen laks";"2007U29";905;25.46
"Frosen oppalen laks";"2007U30";915;24.10
"Frosen oppalen laks";"2007U31";1020;23.73
"Frosen oppalen laks";"2007U32";887;25.39
"Frosen oppalen laks";"2007U33";946;24.58
"Frosen oppalen laks";"2007U34";650;27.43
"Frosen oppalen laks";"2007U35";1247;27.40
"Frosen oppalen laks";"2007U36";1106;27.09
"Frosen oppalen laks";"2007U37";1020;26.11
"Frosen oppalen laks";"2007U38";806;27.31
"Frosen oppalen laks";"2007U39";718;26.34
"Frosen oppalen laks";"2007U40";1031;25.74
"Frosen oppalen laks";"2007U41";1510;24.32
"Frosen oppalen laks";"2007U42";881;27.73
"Frosen oppalen laks";"2007U43";1035;24.91
"Frosen oppalen laks";"2007U44";939;25.86
"Frosen oppalen laks";"2007U45";1270;24.70
"Frosen oppalen laks";"2007U46";1333;24.92
"Frosen oppalen laks";"2007U47";1252;25.44
"Frosen oppalen laks";"2007U48";1559;25.40
"Frosen oppalen laks";"2007U49";1537;24.85
"Frosen oppalen laks";"2007U50";1482;25.35
"Frosen oppalen laks";"2007U51";1020;25.04
"Frosen oppalen laks";"2007U52";410;25.80
"Frosen oppalen laks";"2008U01";242;26.63
"Frosen oppalen laks";"2008U02";347;25.92
"Frosen oppalen laks";"2008U03";560;24.70
"Frosen oppalen laks";"2008U04";435;26.31
"Frosen oppalen laks";"2008U05";753;25.58
"Frosen oppalen laks";"2008U06";1352;25.57
"Frosen oppalen laks";"2008U07";1066;26.99
"Frosen oppalen laks";"2008U08";830;26.78
"Frosen oppalen laks";"2008U09";468;26.88
"Frosen oppalen laks";"2008U10";827;26.49
"Frosen oppalen laks";"2008U11";894;26.81
"Frosen oppalen laks";"2008U12";363;27.18
"Frosen oppalen laks";"2008U13";454;25.85
"Frosen oppalen laks";"2008U14";395;25.81
"Frosen oppalen laks";"2008U15";588;26.67
"Frosen oppalen laks";"2008U16";549;27.00
"Frosen oppalen laks";"2008U17";498;26.33
"Frosen oppalen laks";"2008U18";410;27.97
"Frosen oppalen laks";"2008U19";683;26.16
"Frosen oppalen laks";"2008U20";756;26.99
"Frosen oppalen laks";"2008U21";646;27.77
"Frosen oppalen laks";"2008U22";829;27.00
"Frosen oppalen laks";"2008U23";787;27.44
"Frosen oppalen laks";"2008U24";1032;28.00
"Frosen oppalen laks";"2008U25";745;27.02
"Frosen oppalen laks";"2008U26";1105;28.48
"Frosen oppalen laks";"2008U27";1093;28.13
"Frosen oppalen laks";"2008U28";808;28.42
"Frosen oppalen laks";"2008U29";558;28.85
"Frosen oppalen laks";"2008U30";435;31.08
"Frosen oppalen laks";"2008U31";738;30.07
"Frosen oppalen laks";"2008U32";414;28.36
"Frosen oppalen laks";"2008U33";470;30.14
"Frosen oppalen laks";"2008U34";489;31.99
"Frosen oppalen laks";"2008U35";606;31.40
"Frosen oppalen laks";"2008U36";517;29.73
"Frosen oppalen laks";"2008U37";637;31.52
"Frosen oppalen laks";"2008U38";779;32.94
"Frosen oppalen laks";"2008U39";694;31.26
"Frosen oppalen laks";"2008U40";909;30.33
"Frosen oppalen laks";"2008U41";1084;29.90
"Frosen oppalen laks";"2008U42";696;31.95
"Frosen oppalen laks";"2008U43";968;31.02
"Frosen oppalen laks";"2008U44";840;32.93
"Frosen oppalen laks";"2008U45";910;31.80
"Frosen oppalen laks";"2008U46";845;30.51
"Frosen oppalen laks";"2008U47";1190;29.94
"Frosen oppalen laks";"2008U48";1379;30.87
"Frosen oppalen laks";"2008U49";1369;29.60
"Frosen oppalen laks";"2008U50";1392;30.93
"Frosen oppalen laks";"2008U51";787;30.29
"Frosen oppalen laks";"2008U52";267;29.85
"Frosen oppalen laks";"2009U01";129;31.26
"Frosen oppalen laks";"2009U02";388;30.54
"Frosen oppalen laks";"2009U03";642;29.04
"Frosen oppalen laks";"2009U04";629;27.24
"Frosen oppalen laks";"2009U05";836;29.08
"Frosen oppalen laks";"2009U06";457;28.06
"Frosen oppalen laks";"2009U07";517;30.38
"Frosen oppalen laks";"2009U08";814;29.46
"Frosen oppalen laks";"2009U09";672;31.99
"Frosen oppalen laks";"2009U10";658;29.63
"Frosen oppalen laks";"2009U11";875;30.46
"Frosen oppalen laks";"2009U12";476;31.47
"Frosen oppalen laks";"2009U13";638;31.95
"Frosen oppalen laks";"2009U14";742;29.50
"Frosen oppalen laks";"2009U15";507;29.38
"Frosen oppalen laks";"2009U16";371;30.20
"Frosen oppalen laks";"2009U17";595;30.80
"Frosen oppalen laks";"2009U18";492;31.31
"Frosen oppalen laks";"2009U19";347;34.81
"Frosen oppalen laks";"2009U20";427;33.39
"Frosen oppalen laks";"2009U21";332;33.08
"Frosen oppalen laks";"2009U22";506;35.87
"Frosen oppalen laks";"2009U23";446;35.91
"Frosen oppalen laks";"2009U24";604;35.36
"Frosen oppalen laks";"2009U25";458;35.24
"Frosen oppalen laks";"2009U26";427;34.49
"Frosen oppalen laks";"2009U27";499;37.24
"Frosen oppalen laks";"2009U28";431;36.49
"Frosen oppalen laks";"2009U29";396;37.06
"Frosen oppalen laks";"2009U30";452;35.97
"Frosen oppalen laks";"2009U31";395;37.76
"Frosen oppalen laks";"2009U32";474;35.70
"Frosen oppalen laks";"2009U33";663;34.12
"Frosen oppalen laks";"2009U34";787;35.33
"Frosen oppalen laks";"2009U35";986;35.12
"Frosen oppalen laks";"2009U36";1038;33.81
"Frosen oppalen laks";"2009U37";1025;34.14
"Frosen oppalen laks";"2009U38";655;35.14
"Frosen oppalen laks";"2009U39";1028;33.44
"Frosen oppalen laks";"2009U40";1024;34.66
"Frosen oppalen laks";"2009U41";1082;33.75
"Frosen oppalen laks";"2009U42";1038;33.34
"Frosen oppalen laks";"2009U43";1078;32.20
"Frosen oppalen laks";"2009U44";1153;32.08
"Frosen oppalen laks";"2009U45";1397;32.85
"Frosen oppalen laks";"2009U46";922;33.87
"Frosen oppalen laks";"2009U47";1403;31.88
"Frosen oppalen laks";"2009U48";988;31.35
"Frosen oppalen laks";"2009U49";1221;31.60
"Frosen oppalen laks";"2009U50";1685;31.98
"Frosen oppalen laks";"2009U51";1002;32.49
"Frosen oppalen laks";"2009U52";425;32.63
"Frosen oppalen laks";"2009U53";388;32.82
"Frosen oppalen laks";"2010U01";456;32.54
"Frosen oppalen laks";"2010U02";674;32.08
"Frosen oppalen laks";"2010U03";1003;31.70
"Frosen oppalen laks";"2010U04";1098;31.86
"Frosen oppalen laks";"2010U05";982;33.02
"Frosen oppalen laks";"2010U06";883;33.72
"Frosen oppalen laks";"2010U07";917;35.49
"Frosen oppalen laks";"2010U08";654;35.54
"Frosen oppalen laks";"2010U09";508;35.53
"Frosen oppalen laks";"2010U10";652;35.38
"Frosen oppalen laks";"2010U11";584;36.76
"Frosen oppalen laks";"2010U12";667;37.97
"Frosen oppalen laks";"2010U13";383;37.22
"Frosen oppalen laks";"2010U14";302;37.57
"Frosen oppalen laks";"2010U15";530;37.97
"Frosen oppalen laks";"2010U16";373;39.43
"Frosen oppalen laks";"2010U17";462;39.32
"Frosen oppalen laks";"2010U18";454;38.26
"Frosen oppalen laks";"2010U19";499;38.07
"Frosen oppalen laks";"2010U20";332;40.10
"Frosen oppalen laks";"2010U21";531;41.23
"Frosen oppalen laks";"2010U22";576;45.21
"Frosen oppalen laks";"2010U23";874;43.04
"Frosen oppalen laks";"2010U24";993;43.12
"Frosen oppalen laks";"2010U25";859;43.85
"Frosen oppalen laks";"2010U26";653;42.61
"Frosen oppalen laks";"2010U27";905;44.61
"Frosen oppalen laks";"2010U28";665;43.93
"Frosen oppalen laks";"2010U29";740;43.00
"Frosen oppalen laks";"2010U30";779;41.64
"Frosen oppalen laks";"2010U31";727;40.48
"Frosen oppalen laks";"2010U32";582;40.85
"Frosen oppalen laks";"2010U33";549;40.69
"Frosen oppalen laks";"2010U34";570;41.52
"Frosen oppalen laks";"2010U35";671;43.49
"Frosen oppalen laks";"2010U36";795;42.52
"Frosen oppalen laks";"2010U37";882;40.50
"Frosen oppalen laks";"2010U38";678;40.13
"Frosen oppalen laks";"2010U39";1076;41.47
"Frosen oppalen laks";"2010U40";891;40.22
"Frosen oppalen laks";"2010U41";1082;40.26
"Frosen oppalen laks";"2010U42";962;40.74
"Frosen oppalen laks";"2010U43";1288;39.56
"Frosen oppalen laks";"2010U44";1294;41.07
"Frosen oppalen laks";"2010U45";1320;40.70
"Frosen oppalen laks";"2010U46";1414;40.49
"Frosen oppalen laks";"2010U47";1317;40.67
"Frosen oppalen laks";"2010U48";1888;41.16
"Frosen oppalen laks";"2010U49";983;41.08
"Frosen oppalen laks";"2010U50";680;41.47
"Frosen oppalen laks";"2010U51";537;40.22
"Frosen oppalen laks";"2010U52";483;41.14
"Frosen oppalen laks";"2011U01";518;39.64
"Frosen oppalen laks";"2011U02";789;41.85
"Frosen oppalen laks";"2011U03";1014;42.38
"Frosen oppalen laks";"2011U04";913;42.30
"Frosen oppalen laks";"2011U05";1050;43.00
"Frosen oppalen laks";"2011U06";780;43.16
"Frosen oppalen laks";"2011U07";870;43.51
"Frosen oppalen laks";"2011U08";512;44.25
"Frosen oppalen laks";"2011U09";805;44.47
"Frosen oppalen laks";"2011U10";630;43.92
"Frosen oppalen laks";"2011U11";634;42.82
"Frosen oppalen laks";"2011U12";720;43.45
"Frosen oppalen laks";"2011U13";756;42.47
"Frosen oppalen laks";"2011U14";753;42.95
"Frosen oppalen laks";"2011U15";773;40.59
"Frosen oppalen laks";"2011U16";299;44.00
"Frosen oppalen laks";"2011U17";222;41.06
"Frosen oppalen laks";"2011U18";306;40.60
"Frosen oppalen laks";"2011U19";320;39.77
"Frosen oppalen laks";"2011U20";334;41.97
"Frosen oppalen laks";"2011U21";843;41.50
"Frosen oppalen laks";"2011U22";790;41.99
"Frosen oppalen laks";"2011U23";914;39.65
"Frosen oppalen laks";"2011U24";925;39.81
"Frosen oppalen laks";"2011U25";889;39.45
"Frosen oppalen laks";"2011U26";941;38.24
"Frosen oppalen laks";"2011U27";1048;37.24
"Frosen oppalen laks";"2011U28";1109;35.12
"Frosen oppalen laks";"2011U29";1033;35.10
"Frosen oppalen laks";"2011U30";760;35.27
"Frosen oppalen laks";"2011U31";516;34.46
"Frosen oppalen laks";"2011U32";859;34.81
"Frosen oppalen laks";"2011U33";532;34.74
"Frosen oppalen laks";"2011U34";722;33.82
"Frosen oppalen laks";"2011U35";831;33.49
"Frosen oppalen laks";"2011U36";493;31.36
"Frosen oppalen laks";"2011U37";993;32.68
"Frosen oppalen laks";"2011U38";993;32.47
"Frosen oppalen laks";"2011U39";978;31.21
"Frosen oppalen laks";"2011U40";1101;32.66
"Frosen oppalen laks";"2011U41";1425;29.74
"Frosen oppalen laks";"2011U42";966;29.27
"Frosen oppalen laks";"2011U43";1062;27.80
"Frosen oppalen laks";"2011U44";1440;27.15
"Frosen oppalen laks";"2011U45";1051;27.53
"Frosen oppalen laks";"2011U46";1234;28.20
"Frosen oppalen laks";"2011U47";1221;27.89
"Frosen oppalen laks";"2011U48";1105;28.41
"Frosen oppalen laks";"2011U49";956;29.33
"Frosen oppalen laks";"2011U50";1240;28.59
"Frosen oppalen laks";"2011U51";535;29.36
"Frosen oppalen laks";"2011U52";405;30.69
"Frosen oppalen laks";"2012U01";483;30.21
"Frosen oppalen laks";"2012U02";755;28.34
"Frosen oppalen laks";"2012U03";1331;28.42
"Frosen oppalen laks";"2012U04";767;27.13
"Frosen oppalen laks";"2012U05";775;28.09
"Frosen oppalen laks";"2012U06";700;27.60
"Frosen oppalen laks";"2012U07";685;27.84
"Frosen oppalen laks";"2012U08";1062;28.01
"Frosen oppalen laks";"2012U09";631;28.97
"Frosen oppalen laks";"2012U10";731;28.70
"Frosen oppalen laks";"2012U11";775;29.60
"Frosen oppalen laks";"2012U12";597;28.23
"Frosen oppalen laks";"2012U13";814;30.21
"Frosen oppalen laks";"2012U14";507;29.12
"Frosen oppalen laks";"2012U15";570;30.62
"Frosen oppalen laks";"2012U16";433;28.20
"Frosen oppalen laks";"2012U17";415;29.46
"Frosen oppalen laks";"2012U18";400;31.42
"Frosen oppalen laks";"2012U19";665;28.90
"Frosen oppalen laks";"2012U20";542;30.12
"Frosen oppalen laks";"2012U21";642;30.92
"Frosen oppalen laks";"2012U22";455;29.23
"Frosen oppalen laks";"2012U23";722;32.10
"Frosen oppalen laks";"2012U24";1230;30.39
"Frosen oppalen laks";"2012U25";1071;29.34
"Frosen oppalen laks";"2012U26";1023;31.05
"Frosen oppalen laks";"2012U27";659;29.64
"Frosen oppalen laks";"2012U28";578;28.36
"Frosen oppalen laks";"2012U29";612;29.72
"Frosen oppalen laks";"2012U30";796;28.87
"Frosen oppalen laks";"2012U31";904;29.47
"Frosen oppalen laks";"2012U32";746;29.14
"Frosen oppalen laks";"2012U33";455;30.38
"Frosen oppalen laks";"2012U34";840;30.55
"Frosen oppalen laks";"2012U35";756;29.08
"Frosen oppalen laks";"2012U36";787;29.98
"Frosen oppalen laks";"2012U37";645;29.40
"Frosen oppalen laks";"2012U38";902;29.83
"Frosen oppalen laks";"2012U39";864;29.30
"Frosen oppalen laks";"2012U40";1461;28.41
"Frosen oppalen laks";"2012U41";898;28.09
"Frosen oppalen laks";"2012U42";876;29.59
"Frosen oppalen laks";"2012U43";941;29.52
"Frosen oppalen laks";"2012U44";954;28.09
"Frosen oppalen laks";"2012U45";943;28.91
"Frosen oppalen laks";"2012U46";902;29.18
"Frosen oppalen laks";"2012U47";1002;30.04
"Frosen oppalen laks";"2012U48";1058;28.61
"Frosen oppalen laks";"2012U49";1047;29.62
"Frosen oppalen laks";"2012U50";772;28.92
"Frosen oppalen laks";"2012U51";888;28.72
"Frosen oppalen laks";"2012U52";158;29.81
"Frosen oppalen laks";"2013U01";204;27.16
"Frosen oppalen laks";"2013U02";553;30.22
"Frosen oppalen laks";"2013U03";814;30.12
"Frosen oppalen laks";"2013U04";838;29.67
"Frosen oppalen laks";"2013U05";575;31.88
"Frosen oppalen laks";"2013U06";485;33.27
"Frosen oppalen laks";"2013U07";382;33.11
"Frosen oppalen laks";"2013U08";474;35.22
"Frosen oppalen laks";"2013U09";639;32.61
"Frosen oppalen laks";"2013U10";359;36.80
"Frosen oppalen laks";"2013U11";455;38.33
"Frosen oppalen laks";"2013U12";433;38.09
"Frosen oppalen laks";"2013U13";357;35.12
"Frosen oppalen laks";"2013U14";228;38.83
"Frosen oppalen laks";"2013U15";221;38.35
"Frosen oppalen laks";"2013U16";309;38.79
"Frosen oppalen laks";"2013U17";315;40.88
"Frosen oppalen laks";"2013U18";266;42.57
"Frosen oppalen laks";"2013U19";275;40.02
"Frosen oppalen laks";"2013U20";322;41.00
"Frosen oppalen laks";"2013U21";253;39.45
"Frosen oppalen laks";"2013U22";528;42.52
"Frosen oppalen laks";"2013U23";404;42.43
"Frosen oppalen laks";"2013U24";548;43.06
"Frosen oppalen laks";"2013U25";484;42.09
"Frosen oppalen laks";"2013U26";650;41.64
"Frosen oppalen laks";"2013U27";356;43.08
"Frosen oppalen laks";"2013U28";386;42.68
"Frosen oppalen laks";"2013U29";444;43.29
"Frosen oppalen laks";"2013U30";549;43.89
"Frosen oppalen laks";"2013U31";442;43.08
"Frosen oppalen laks";"2013U32";580;43.27
"Frosen oppalen laks";"2013U33";580;39.76
"Frosen oppalen laks";"2013U34";539;40.66
"Frosen oppalen laks";"2013U35";515;41.94
"Frosen oppalen laks";"2013U36";737;41.13
"Frosen oppalen laks";"2013U37";1032;41.63
"Frosen oppalen laks";"2013U38";1136;40.26
"Frosen oppalen laks";"2013U39";1490;36.94
"Frosen oppalen laks";"2013U40";1330;37.35
"Frosen oppalen laks";"2013U41";1274;39.39
"Frosen oppalen laks";"2013U42";1247;38.78
"Frosen oppalen laks";"2013U43";1283;39.97
"Frosen oppalen laks";"2013U44";1258;40.73
"Frosen oppalen laks";"2013U45";1121;40.35
"Frosen oppalen laks";"2013U46";1142;40.20
"Frosen oppalen laks";"2013U47";1368;42.60
"Frosen oppalen laks";"2013U48";1215;43.70
"Frosen oppalen laks";"2013U49";876;42.40
"Frosen oppalen laks";"2013U50";738;41.79
"Frosen oppalen laks";"2013U51";695;43.14
"Frosen oppalen laks";"2013U52";111;41.22
"Frosen oppalen laks";"2014U01";143;45.44
"Frosen oppalen laks";"2014U02";352;44.49
"Frosen oppalen laks";"2014U03";521;44.80
"Frosen oppalen laks";"2014U04";465;44.39
"Frosen oppalen laks";"2014U05";538;46.98
"Frosen oppalen laks";"2014U06";535;47.69
"Frosen oppalen laks";"2014U07";397;46.11
"Frosen oppalen laks";"2014U08";241;48.97
"Frosen oppalen laks";"2014U09";284;47.49
"Frosen oppalen laks";"2014U10";446;47.29
"Frosen oppalen laks";"2014U11";506;46.28
"Frosen oppalen laks";"2014U12";378;47.41
"Frosen oppalen laks";"2014U13";391;44.18
"Frosen oppalen laks";"2014U14";431;45.85
"Frosen oppalen laks";"2014U15";473;44.65
"Frosen oppalen laks";"2014U16";212;46.49
"Frosen oppalen laks";"2014U17";174;46.09
"Frosen oppalen laks";"2014U18";445;44.14
"Frosen oppalen laks";"2014U19";371;46.36
"Frosen oppalen laks";"2014U20";347;44.18
"Frosen oppalen laks";"2014U21";638;43.99
"Frosen oppalen laks";"2014U22";623;43.36
"Frosen oppalen laks";"2014U23";684;42.82
"Frosen oppalen laks";"2014U24";718;41.75
"Frosen oppalen laks";"2014U25";800;38.94
"Frosen oppalen laks";"2014U26";900;39.10
"Frosen oppalen laks";"2014U27";906;39.26
"Frosen oppalen laks";"2014U28";825;38.10
"Frosen oppalen laks";"2014U29";628;40.22
"Frosen oppalen laks";"2014U30";342;43.49
"Frosen oppalen laks";"2014U31";447;43.32
"Frosen oppalen laks";"2014U32";542;40.64
"Frosen oppalen laks";"2014U33";802;41.42
"Frosen oppalen laks";"2014U34";967;39.79
"Frosen oppalen laks";"2014U35";856;40.06
"Frosen oppalen laks";"2014U36";1009;38.72
"Frosen oppalen laks";"2014U37";1199;40.35
"Frosen oppalen laks";"2014U38";790;39.66
"Frosen oppalen laks";"2014U39";1058;40.04
"Frosen oppalen laks";"2014U40";1509;40.35
"Frosen oppalen laks";"2014U41";1054;41.19
"Frosen oppalen laks";"2014U42";1139;42.52
"Frosen oppalen laks";"2014U43";989;42.03
"Frosen oppalen laks";"2014U44";792;42.26
"Frosen oppalen laks";"2014U45";860;39.01
"Frosen oppalen laks";"2014U46";759;42.54
"Frosen oppalen laks";"2014U47";776;43.78
"Frosen oppalen laks";"2014U48";1101;40.07
"Frosen oppalen laks";"2014U49";590;43.06
"Frosen oppalen laks";"2014U50";790;44.48
"Frosen oppalen laks";"2014U51";542;44.12
"Frosen oppalen laks";"2014U52";266;39.57
"Frosen oppalen laks";"2015U01";114;51.14
"Frosen oppalen laks";"2015U02";379;46.74
"Frosen oppalen laks";"2015U03";505;46.34
"Frosen oppalen laks";"2015U04";439;49.59
"Frosen oppalen laks";"2015U05";469;45.25
"Frosen oppalen laks";"2015U06";646;45.46
"Frosen oppalen laks";"2015U07";557;46.64
"Frosen oppalen laks";"2015U08";594;47.00
"Frosen oppalen laks";"2015U09";514;45.61
"Frosen oppalen laks";"2015U10";681;45.53
"Frosen oppalen laks";"2015U11";724;44.31
"Frosen oppalen laks";"2015U12";502;45.94
"Frosen oppalen laks";"2015U13";463;46.43
"Frosen oppalen laks";"2015U14";335;39.44
"Frosen oppalen laks";"2015U15";292;43.79
"Frosen oppalen laks";"2015U16";824;43.96
"Frosen oppalen laks";"2015U17";463;43.06
"Frosen oppalen laks";"2015U18";648;43.15
"Frosen oppalen laks";"2015U19";397;42.37
"Frosen oppalen laks";"2015U20";508;39.53
"Frosen oppalen laks";"2015U21";428;41.13
"Frosen oppalen laks";"2015U22";460;40.63
"Frosen oppalen laks";"2015U23";498;40.19
"Frosen oppalen laks";"2015U24";653;40.39
"Frosen oppalen laks";"2015U25";447;38.64
"Frosen oppalen laks";"2015U26";487;41.55
"Frosen oppalen laks";"2015U27";525;43.23
"Frosen oppalen laks";"2015U28";383;41.00
"Frosen oppalen laks";"2015U29";522;43.16
"Frosen oppalen laks";"2015U30";384;41.90
"Frosen oppalen laks";"2015U31";225;45.63
"Frosen oppalen laks";"2015U32";522;44.49
"Frosen oppalen laks";"2015U33";374;43.77
"Frosen oppalen laks";"2015U34";429;42.69
"Frosen oppalen laks";"2015U35";340;46.60
"Frosen oppalen laks";"2015U36";357;40.82
"Frosen oppalen laks";"2015U37";391;44.99
"Frosen oppalen laks";"2015U38";348;42.89
"Frosen oppalen laks";"2015U39";623;39.50
"Frosen oppalen laks";"2015U40";734;42.90
"Frosen oppalen laks";"2015U41";598;43.16
"Frosen oppalen laks";"2015U42";651;42.20
"Frosen oppalen laks";"2015U43";688;43.74
"Frosen oppalen laks";"2015U44";602;44.30
"Frosen oppalen laks";"2015U45";560;44.09
"Frosen oppalen laks";"2015U46";507;46.47
"Frosen oppalen laks";"2015U47";681;47.93
"Frosen oppalen laks";"2015U48";591;42.89
"Frosen oppalen laks";"2015U49";563;45.24
"Frosen oppalen laks";"2015U50";434;47.68
"Frosen oppalen laks";"2015U51";427;49.82
"Frosen oppalen laks";"2015U52";134;42.01
"Frosen oppalen laks";"2015U53";107;44.04
"Frosen oppalen laks";"2016U01";297;47.90
"Frosen oppalen laks";"2016U02";414;49.38
"Frosen oppalen laks";"2016U03";445;47.31
"Frosen oppalen laks";"2016U04";334;50.85
"Frosen oppalen laks";"2016U05";575;51.21
"Frosen oppalen laks";"2016U06";337;43.61
"Frosen oppalen laks";"2016U07";315;52.12
"Frosen oppalen laks";"2016U08";405;51.51
"Frosen oppalen laks";"2016U09";296;43.81
"Frosen oppalen laks";"2016U10";377;51.82
"Frosen oppalen laks";"2016U11";395;52.77
"Frosen oppalen laks";"2016U12";333;52.85
"Frosen oppalen laks";"2016U13";173;52.70
"Frosen oppalen laks";"2016U14";314;52.48
"Frosen oppalen laks";"2016U15";316;56.67
"Frosen oppalen laks";"2016U16";359;54.66
"Frosen oppalen laks";"2016U17";337;56.24
"Frosen oppalen laks";"2016U18";240;58.20
"Frosen oppalen laks";"2016U19";286;51.49
"Frosen oppalen laks";"2016U20";200;50.17
"Frosen oppalen laks";"2016U21";79;52.15
"Frosen oppalen laks";"2016U22";283;57.06
"Frosen oppalen laks";"2016U23";319;62.95
"Frosen oppalen laks";"2016U24";258;58.89
"Frosen oppalen laks";"2016U25";253;62.35
"Frosen oppalen laks";"2016U26";270;58.64
"Frosen oppalen laks";"2016U27";332;62.19
"Frosen oppalen laks";"2016U28";154;62.14
"Frosen oppalen laks";"2016U29";272;70.85
"Frosen oppalen laks";"2016U30";317;70.08
"Frosen oppalen laks";"2016U31";441;65.27
"Frosen oppalen laks";"2016U32";374;64.77
"Frosen oppalen laks";"2016U33";369;59.36
"Frosen oppalen laks";"2016U34";409;60.71
"Frosen oppalen laks";"2016U35";281;63.07
"Frosen oppalen laks";"2016U36";710;65.00
"Frosen oppalen laks";"2016U37";714;60.62
"Frosen oppalen laks";"2016U38";661;60.69
"Frosen oppalen laks";"2016U39";987;58.89
"Frosen oppalen laks";"2016U40";785;56.34
"Frosen oppalen laks";"2016U41";635;61.19
"Frosen oppalen laks";"2016U42";500;63.63
"Frosen oppalen laks";"2016U43";496;65.71
"Frosen oppalen laks";"2016U44";336;64.43
"Frosen oppalen laks";"2016U45";412;64.99
"Frosen oppalen laks";"2016U46";556;68.17
"Frosen oppalen laks";"2016U47";393;72.91
"Frosen oppalen laks";"2016U48";860;68.59
"Frosen oppalen laks";"2016U49";415;59.77
"Frosen oppalen laks";"2016U50";419;64.94
"Frosen oppalen laks";"2016U51";363;69.34
"Frosen oppalen laks";"2016U52";101;57.31
"Frosen oppalen laks";"2017U01";286;70.72
"Frosen oppalen laks";"2017U02";263;63.01
"Frosen oppalen laks";"2017U03";360;71.98
"Frosen oppalen laks";"2017U04";334;70.79
"Frosen oppalen laks";"2017U05";272;72.33
"Frosen oppalen laks";"2017U06";584;72.02
"Frosen oppalen laks";"2017U07";458;70.07
"Frosen oppalen laks";"2017U08";521;71.74
"Frosen oppalen laks";"2017U09";649;69.88
"Frosen oppalen laks";"2017U10";387;66.87
"Frosen oppalen laks";"2017U11";629;65.39
"Frosen oppalen laks";"2017U12";735;67.89
"Frosen oppalen laks";"2017U13";693;66.79
"Frosen oppalen laks";"2017U14";396;66.12
"Frosen oppalen laks";"2017U15";331;62.74
"Frosen oppalen laks";"2017U16";291;62.66
"Frosen oppalen laks";"2017U17";196;69.50
"Frosen oppalen laks";"2017U18";364;65.72
"Frosen oppalen laks";"2017U19";534;61.55
"Frosen oppalen laks";"2017U20";485;70.58
"Frosen oppalen laks";"2017U21";437;66.51
"Frosen oppalen laks";"2017U22";436;64.48
"Frosen oppalen laks";"2017U23";230;69.97
"Frosen oppalen laks";"2017U24";345;69.42
"Frosen oppalen laks";"2017U25";434;68.79
"Frosen oppalen laks";"2017U26";445;66.97
"Frosen oppalen laks";"2017U27";182;70.25
"Frosen oppalen laks";"2017U28";397;64.89
"Frosen oppalen laks";"2017U29";225;68.12
"Frosen oppalen laks";"2017U30";190;62.37
"Frosen oppalen laks";"2017U31";302;61.75
"Frosen oppalen laks";"2017U32";195;62.61
"Frosen oppalen laks";"2017U33";239;63.01
"Frosen oppalen laks";"2017U34";435;62.85
"Frosen oppalen laks";"2017U35";366;61.28
"Frosen oppalen laks";"2017U36";374;58.39
"Frosen oppalen laks";"2017U37";285;59.66
"Frosen oppalen laks";"2017U38";553;59.15
"Frosen oppalen laks";"2017U39";584;59.18
"Frosen oppalen laks";"2017U40";472;59.77
"Frosen oppalen laks";"2017U41";569;59.71
"Frosen oppalen laks";"2017U42";511;59.82
"Frosen oppalen laks";"2017U43";506;61.92
"Frosen oppalen laks";"2017U44";527;59.77
"Frosen oppalen laks";"2017U45";545;58.11
"Frosen oppalen laks";"2017U46";541;53.13
"Frosen oppalen laks";"2017U47";562;57.91
"Frosen oppalen laks";"2017U48";675;53.55
"Frosen oppalen laks";"2017U49";646;52.97
"Frosen oppalen laks";"2017U50";585;50.14
"Frosen oppalen laks";"2017U51";459;53.03
"Frosen oppalen laks";"2017U52";190;55.44
"Frosen oppalen laks";"2018U01";158;53.80
"Frosen oppalen laks";"2018U02";296;53.14
"Frosen oppalen laks";"2018U03";363;56.60
"Frosen oppalen laks";"2018U04";301;52.74
"Frosen oppalen laks";"2018U05";402;50.60
"Frosen oppalen laks";"2018U06";372;51.48
"Frosen oppalen laks";"2018U07";317;55.30
"Frosen oppalen laks";"2018U08";365;51.86
"Frosen oppalen laks";"2018U09";526;53.26
